,movieId,95%_least_plausible,title,genres
48,913.0,4.122860533177823,"Maltese Falcon, The (1941)",Film-Noir|Mystery
49,950.0,4.122645609739768,"Thin Man, The (1934)",Comedy|Crime
50,1148.0,4.121905001573385,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime
51,4973.0,4.11972784478303,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
52,1945.0,4.115479748723789,On the Waterfront (1954),Crime|Drama
53,541.0,4.114356088934004,Blade Runner (1982),Action|Sci-Fi|Thriller
54,905.0,4.111955485908469,It Happened One Night (1934),Comedy|Romance
55,48516.0,4.11054355876425,"Departed, The (2006)",Crime|Drama|Thriller
56,903.0,4.110164472426753,Vertigo (1958),Drama|Mystery|Romance|Thriller
57,1201.0,4.108741175727518,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
58,1172.0,4.10772015963359,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama
59,1254.0,4.1076985289496,"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western
60,92259.0,4.106714704472189,Intouchables (2011),Comedy|Drama
61,2186.0,4.106366949452035,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller
62,1147.0,4.1055801569034776,When We Were Kings (1996),Documentary
63,5291.0,4.104949678303642,Rashomon (Rashômon) (1950),Crime|Drama|Mystery
64,112552.0,4.102427397526075,Whiplash (2014),Drama
65,7153.0,4.102221860735245,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
66,1204.0,4.10144783191725,Lawrence of Arabia (1962),Adventure|Drama|War
67,3000.0,4.099999608116839,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy
68,2203.0,4.099921371164792,Shadow of a Doubt (1943),Crime|Drama|Thriller
69,608.0,4.098480934568656,Fargo (1996),Comedy|Crime|Drama|Thriller
70,745.0,4.097894765215999,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy
71,1208.0,4.097060520271159,Apocalypse Now (1979),Action|Drama|War
72,4993.0,4.0968980317179655,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
73,100044.0,4.094286067797533,Human Planet (2011),Documentary
74,1233.0,4.092650436792995,"Boot, Das (Boat, The) (1981)",Action|Drama|War
75,1262.0,4.092645404579428,"Great Escape, The (1963)",Action|Adventure|Drama|War
76,898.0,4.092162062052839,"Philadelphia Story, The (1940)",Comedy|Drama|Romance
77,1280.0,4.087267802528826,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama
78,3089.0,4.086952312239895,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama
79,3134.0,4.086677998239318,Grand Illusion (La grande illusion) (1937),Drama|War
80,3307.0,4.083684174377363,City Lights (1931),Comedy|Drama|Romance
81,1209.0,4.083562319219551,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western
82,923.0,4.081904825011565,Citizen Kane (1941),Drama|Mystery
83,1089.0,4.081639888622693,Reservoir Dogs (1992),Crime|Mystery|Thriller
84,111.0,4.080791433346432,Taxi Driver (1976),Crime|Drama|Thriller
85,86504.0,4.080372583078475,Voices from the List (2004),Documentary
86,1131.0,4.0777808942533245,Jean de Florette (1986),Drama|Mystery
87,2731.0,4.076750961157593,"400 Blows, The (Les quatre cents coups) (1959)",Crime|Drama
88,1267.0,4.07566841498884,"Manchurian Candidate, The (1962)",Crime|Thriller|War
89,3022.0,4.075447544960392,"General, The (1926)",Comedy|War
90,1949.0,4.075288619060879,"Man for All Seasons, A (1966)",Drama
91,109487.0,4.075040812308852,Interstellar (2014),Sci-Fi|IMAX
92,951.0,4.074897191518957,His Girl Friday (1940),Comedy|Romance
93,3462.0,4.0724291480687995,Modern Times (1936),Comedy|Drama|Romance
94,5952.0,4.072366256023108,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy
95,293.0,4.072364491540952,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
96,1250.0,4.071076090161508,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War
97,48780.0,4.0686448449813435,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller
98,7361.0,4.0682665126522,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi
99,1224.0,4.068229723099236,Henry V (1989),Action|Drama|Romance|War
100,1276.0,4.067432708773467,Cool Hand Luke (1967),Drama
101,3429.0,4.067279412593795,Creature Comforts (1989),Animation|Comedy
102,142115.0,4.065586844355806,The Blue Planet (2001),Documentary
103,1256.0,4.065144364428884,Duck Soup (1933),Comedy|Musical|War
104,116897.0,4.065072725991694,Wild Tales (2014),Comedy|Drama|Thriller
105,5690.0,4.064860941461966,Grave of the Fireflies (Hotaru no haka) (1988),Animation|Drama|War
106,1237.0,4.064683336512972,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama
107,2859.0,4.0633501983175275,Stop Making Sense (1984),Documentary|Musical
108,3468.0,4.062667762422423,"Hustler, The (1961)",Drama
109,160718.0,4.0626410476815416,Piper (2016),Animation
110,47.0,4.061582504037915,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
111,1189.0,4.061164079879902,"Thin Blue Line, The (1988)",Documentary
112,1704.0,4.060970409225096,Good Will Hunting (1997),Drama|Romance
113,6669.0,4.059716937771595,Ikiru (1952),Drama
114,2360.0,4.058848957118569,"Celebration, The (Festen) (1998)",Drama
115,1617.0,4.058196349668608,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
116,2920.0,4.0580573989576765,Children of Paradise (Les enfants du paradis) (1945),Drama|Romance
117,7327.0,4.0576824449539775,Persona (1966),Drama
118,98491.0,4.0567901301040585,Paperman (2012),Animation|Comedy|Romance
119,3196.0,4.056462372254278,Stalag 17 (1953),Drama|War
120,1219.0,4.055374696345041,Psycho (1960),Crime|Horror
121,31658.0,4.054477144387615,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance
122,7156.0,4.054331961921378,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",Documentary|War
123,1225.0,4.054284603277636,Amadeus (1984),Drama
124,928.0,4.053105325026872,Rebecca (1940),Drama|Mystery|Romance|Thriller
125,142488.0,4.05251335357389,Spotlight (2015),Thriller
126,27773.0,4.051535317962195,Old Boy (2003),Mystery|Thriller
127,4011.0,4.051346733581289,Snatch (2000),Comedy|Crime|Thriller
128,969.0,4.051175997938845,"African Queen, The (1951)",Adventure|Comedy|Romance|War
129,2905.0,4.050879419863804,Sanjuro (Tsubaki Sanjûrô) (1962),Action|Adventure|Drama
130,2351.0,4.050068346220609,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama
131,5147.0,4.04796725221961,Wild Strawberries (Smultronstället) (1957),Drama
132,2357.0,4.047696600032066,Central Station (Central do Brasil) (1998),Drama
133,356.0,4.047615835968357,Forrest Gump (1994),Comedy|Drama|Romance|War
134,2935.0,4.046931794544694,"Lady Eve, The (1941)",Comedy|Romance
135,2028.0,4.046771632470107,Saving Private Ryan (1998),Action|Drama|War
136,7099.0,4.045473789406758,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),Adventure|Animation|Drama|Fantasy|Sci-Fi
137,1939.0,4.043611778793887,"Best Years of Our Lives, The (1946)",Drama|War
138,800.0,4.0432600921530515,Lone Star (1996),Drama|Mystery|Western
139,5782.0,4.042645096198634,"Professional, The (Le professionnel) (1981)",Action|Drama|Thriller
140,1299.0,4.041138550124153,"Killing Fields, The (1984)",Drama|War
141,678.0,4.040696374278361,Some Folks Call It a Sling Blade (1993),Drama|Thriller
142,916.0,4.040476220351371,Roman Holiday (1953),Comedy|Drama|Romance
143,306.0,4.040443279358035,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama
144,1228.0,4.039368485621616,Raging Bull (1980),Drama
145,1214.0,4.039303366305116,Alien (1979),Horror|Sci-Fi
146,1132.0,4.039266416458279,Manon of the Spring (Manon des sources) (1986),Drama
147,942.0,4.039217025579878,Laura (1944),Crime|Film-Noir|Mystery
148,5995.0,4.036027583340422,"Pianist, The (2002)",Drama|War
149,6350.0,4.036015210439599,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),Action|Adventure|Animation|Children|Fantasy|Sci-Fi
150,166024.0,4.035658131757747,Whiplash (2013),(no genres listed)
151,326.0,4.035283323059749,To Live (Huozhe) (1994),Drama
152,7926.0,4.035030885550578,High and Low (Tengoku to jigoku) (1963),Crime|Drama|Film-Noir|Thriller
153,134130.0,4.0348555443932845,The Martian (2015),Adventure|Drama|Sci-Fi
154,5008.0,4.033913439030393,Witness for the Prosecution (1957),Drama|Mystery|Thriller
155,1230.0,4.033065720616305,Annie Hall (1977),Comedy|Romance
156,2726.0,4.03296509442841,"Killing, The (1956)",Crime|Film-Noir
157,26082.0,4.032955701371986,Harakiri (Seppuku) (1962),Drama
158,3819.0,4.032819733006352,Tampopo (1985),Comedy
159,1247.0,4.0318108156377335,"Graduate, The (1967)",Comedy|Drama|Romance
160,1222.0,4.029802521382014,Full Metal Jacket (1987),Drama|War
161,2208.0,4.0293850237380395,"Lady Vanishes, The (1938)",Drama|Mystery|Thriller
162,3469.0,4.027469094273886,Inherit the Wind (1960),Drama
163,670.0,4.027264945856299,"World of Apu, The (Apur Sansar) (1959)",Drama
164,171011.0,4.027141545217578,Planet Earth II (2016),Documentary
165,3730.0,4.026437801366592,"Conversation, The (1974)",Drama|Mystery
166,1950.0,4.025900488304856,In the Heat of the Night (1967),Drama|Mystery
167,3629.0,4.024012738511978,"Gold Rush, The (1925)",Adventure|Comedy|Romance
168,668.0,4.02398266400655,Song of the Little Road (Pather Panchali) (1955),Drama
169,2066.0,4.02394137189685,Out of the Past (1947),Film-Noir
170,3677.0,4.02367106696938,Baraka (1992),Documentary
171,1041.0,4.023568404876781,Secrets & Lies (1996),Drama
172,1281.0,4.023561507061186,"Great Dictator, The (1940)",Comedy|Drama|War
173,1283.0,4.022884106342561,High Noon (1952),Drama|Western
174,1361.0,4.022151627514408,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
175,1304.0,4.021372290199993,Butch Cassidy and the Sundance Kid (1969),Action|Western
176,911.0,4.0210932778947885,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller
177,910.0,4.020112090007699,Some Like It Hot (1959),Comedy|Crime
178,720.0,4.017807671452574,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy
179,131724.0,4.016209909002099,The Jinx: The Life and Deaths of Robert Durst (2015),Documentary
180,26587.0,4.015667440050414,"Decalogue, The (Dekalog) (1989)",Crime|Drama|Romance
181,3035.0,4.0152923845436534,Mister Roberts (1955),Comedy|Drama|War
182,2762.0,4.014727656936636,"Sixth Sense, The (1999)",Drama|Horror|Mystery
183,1244.0,4.012827184460733,Manhattan (1979),Comedy|Drama|Romance
184,1218.0,4.0120713610547,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller
185,1232.0,4.0119558972755325,Stalker (1979),Drama|Mystery|Sci-Fi
186,899.0,4.011750322763787,Singin' in the Rain (1952),Comedy|Musical|Romance
187,96829.0,4.011362796289595,"Hunt, The (Jagten) (2012)",Drama
188,28.0,4.009735486881649,Persuasion (1995),Drama|Romance
189,110.0,4.009726892673455,Braveheart (1995),Action|Drama|War
190,3147.0,4.008849352667797,"Green Mile, The (1999)",Crime|Drama
191,3090.0,4.007975863353623,Matewan (1987),Drama
192,945.0,4.007065685251538,Top Hat (1935),Comedy|Musical|Romance
193,6787.0,4.007062576601326,All the President's Men (1976),Drama|Thriller
194,68237.0,4.006623956914078,Moon (2009),Drama|Mystery|Sci-Fi|Thriller
195,3983.0,4.006502666810263,You Can Count on Me (2000),Drama|Romance
196,1258.0,4.0058102860744516,"Shining, The (1980)",Horror
197,116797.0,4.004561447098077,The Imitation Game (2014),Drama|Thriller|War
198,7766.0,4.004401243753465,Throne of Blood (Kumonosu jô) (1957),Action|Drama|Thriller|War
199,909.0,4.0037296468907355,"Apartment, The (1960)",Comedy|Drama|Romance
200,232.0,4.00306057731358,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance
201,953.0,4.002736623660126,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance
202,2936.0,4.0027339748824105,Sullivan's Travels (1941),Adventure|Comedy|Romance
203,1086.0,4.002523087281531,Dial M for Murder (1954),Crime|Mystery|Thriller
204,2132.0,4.002091606833528,Who's Afraid of Virginia Woolf? (1966),Drama
205,1303.0,4.001037825358232,"Man Who Would Be King, The (1975)",Adventure|Drama
206,955.0,4.000930080015732,Bringing Up Baby (1938),Comedy|Romance
207,2542.0,4.000074459916847,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
208,1288.0,3.9999959256323803,This Is Spinal Tap (1984),Comedy
209,2330.0,3.9998418087256455,Hands on a Hard Body (1996),Comedy|Documentary
210,1199.0,3.9992544267067114,Brazil (1985),Fantasy|Sci-Fi
211,164179.0,3.999127416392551,Arrival (2016),Sci-Fi
212,778.0,3.9991050456449058,Trainspotting (1996),Comedy|Crime|Drama
213,60069.0,3.998997421796294,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi
214,2937.0,3.9986118365596894,"Palm Beach Story, The (1942)",Comedy
215,26131.0,3.9978712217537278,"Battle of Algiers, The (La battaglia di Algeri) (1966)",Drama|War
216,906.0,3.997419317020971,Gaslight (1944),Drama|Thriller
217,99114.0,3.9965859561074497,Django Unchained (2012),Action|Drama|Western
218,4427.0,3.9963770730712693,"Lion in Winter, The (1968)",Drama
219,947.0,3.9959210142343986,My Man Godfrey (1936),Comedy|Romance
220,3949.0,3.9956874385462644,Requiem for a Dream (2000),Drama
221,3470.0,3.995680992379391,Dersu Uzala (1975),Adventure|Drama
222,1269.0,3.9956620194604198,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller
223,4144.0,3.995311382522794,In the Mood For Love (Fa yeung nin wa) (2000),Drama|Romance
224,4432.0,3.9948696764672356,Sweet Smell of Success (1957),Drama|Film-Noir
225,3091.0,3.9940679150240515,Kagemusha (1980),Drama|War
226,3077.0,3.993011019685558,42 Up (1998),Documentary
227,109374.0,3.992191877561769,"Grand Budapest Hotel, The (2014)",Comedy|Drama
228,7256.0,3.9920728421523117,Touching the Void (2003),Adventure|Documentary
229,68157.0,3.9914232137759313,Inglourious Basterds (2009),Action|Drama|War
230,163809.0,3.991116475402956,Over the Garden Wall (2013),Adventure|Animation|Drama
231,3504.0,3.9903727890228855,Network (1976),Comedy|Drama
232,3683.0,3.9894935209314264,Blood Simple (1984),Crime|Drama|Film-Noir
233,1251.0,3.9894563350365173,8 1/2 (8½) (1963),Drama|Fantasy
234,1211.0,3.989383452013633,"Wings of Desire (Himmel über Berlin, Der) (1987)",Drama|Fantasy|Romance
235,4298.0,3.9892595756148355,Rififi (Du rififi chez les hommes) (1955),Crime|Film-Noir|Thriller
236,1300.0,3.988850845834645,My Life as a Dog (Mitt liv som hund) (1985),Comedy|Drama
237,2973.0,3.9883543485092825,Crimes and Misdemeanors (1989),Comedy|Crime|Drama
238,213.0,3.988153219034367,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama
239,1223.0,3.987995810531541,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi
240,7396.0,3.987965149881113,Scenes From a Marriage (Scener ur ett äktenskap) (1973),Drama
241,246.0,3.9879433776129365,Hoop Dreams (1994),Documentary
242,55820.0,3.9858879139281393,No Country for Old Men (2007),Crime|Drama
243,30749.0,3.985462703786747,Hotel Rwanda (2004),Drama|War
244,1200.0,3.9847680963421257,Aliens (1986),Action|Adventure|Horror|Sci-Fi
245,1272.0,3.983963421140051,Patton (1970),Drama|War
246,148626.0,3.9838717892673143,"Big Short, The (2015)",Drama
247,3811.0,3.9837910322497763,Breaker Morant (1980),Drama|War
248,6650.0,3.9834797665860613,Kind Hearts and Coronets (1949),Comedy|Drama
249,1210.0,3.983224246341651,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
250,8228.0,3.982728745011472,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",Mystery
251,3801.0,3.982550775795599,Anatomy of a Murder (1959),Drama|Mystery
252,174055.0,3.981995491515696,Dunkirk (2017),Action|Drama|Thriller|War
253,933.0,3.981940276822868,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller
254,6643.0,3.981495107270313,Tokyo Story (Tôkyô monogatari) (1953),Drama
255,1259.0,3.980496956504114,Stand by Me (1986),Adventure|Drama
256,1273.0,3.980494604975802,Down by Law (1986),Comedy|Drama|Film-Noir
257,4235.0,3.9803172145451913,Amores Perros (Love's a Bitch) (2000),Drama|Thriller
258,2804.0,3.979271598925239,"Christmas Story, A (1983)",Children|Comedy
259,48394.0,3.978661595713398,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",Drama|Fantasy|Thriller
260,2843.0,3.9786316110776427,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance
261,994.0,3.9777798181555197,Big Night (1996),Comedy|Drama
262,457.0,3.976909711053265,"Fugitive, The (1993)",Thriller
263,31410.0,3.9760606797090783,"Downfall (Untergang, Der) (2004)",Drama|War
264,214.0,3.975704570639956,Before the Rain (Pred dozhdot) (1994),Drama|War
265,1291.0,3.975460465907993,Indiana Jones and the Last Crusade (1989),Action|Adventure
266,82.0,3.9748757428475723,Antonia's Line (Antonia) (1995),Comedy|Drama
267,3359.0,3.974249840647047,Breaking Away (1979),Comedy|Drama
268,34405.0,3.974034988193662,Serenity (2005),Action|Adventure|Sci-Fi
269,65188.0,3.9737845587169875,Dear Zachary: A Letter to a Son About His Father (2008),Documentary
270,1206.0,3.973051359845445,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller
271,71033.0,3.9729262790957582,"Secret in Their Eyes, The (El secreto de sus ojos) (2009)",Crime|Drama|Mystery|Romance|Thriller
272,3088.0,3.9725830204772024,Harvey (1950),Comedy|Fantasy
273,26150.0,3.972563070936789,Andrei Rublev (Andrey Rublyov) (1969),Drama|War
274,6818.0,3.9723093872286537,Come and See (Idi i smotri) (1985),Drama|War
275,1266.0,3.9718255340544424,Unforgiven (1992),Drama|Western
276,1264.0,3.9713877164120164,Diva (1981),Action|Drama|Mystery|Romance|Thriller
277,3334.0,3.9702862603284337,Key Largo (1948),Crime|Drama|Film-Noir|Thriller
278,1446.0,3.9702498508127135,Kolya (Kolja) (1996),Comedy|Drama
279,3681.0,3.9701206619593568,For a Few Dollars More (Per qualche dollaro in più) (1965),Action|Drama|Thriller|Western
280,1080.0,3.9698286607832642,Monty Python's Life of Brian (1979),Comedy
281,2692.0,3.9696379644602686,Run Lola Run (Lola rennt) (1998),Action|Crime
282,2502.0,3.9687726179521916,Office Space (1999),Comedy|Crime
283,954.0,3.9682855853096277,Mr. Smith Goes to Washington (1939),Drama
284,68954.0,3.968202978460769,Up (2009),Adventure|Animation|Children|Drama
285,3741.0,3.9680051308332143,Badlands (1973),Crime|Drama|Thriller
286,60904.0,3.9673367525739627,Heart of a Dog (Sobachye serdtse) (1988),Comedy|Drama|Sci-Fi
287,2788.0,3.967271812249674,Monty Python's And Now for Something Completely Different (1971),Comedy
288,127052.0,3.967101158129682,Operation 'Y' & Other Shurik's Adventures (1965),Comedy|Crime|Romance
289,7013.0,3.9670439493889527,"Night of the Hunter, The (1955)",Drama|Film-Noir|Thriller
290,162.0,3.965340473085299,Crumb (1994),Documentary
291,1236.0,3.965136937525709,Trust (1990),Comedy|Drama|Romance
292,1358.0,3.964836985737123,Sling Blade (1996),Drama
293,3083.0,3.964506131385325,All About My Mother (Todo sobre mi madre) (1999),Drama
294,7132.0,3.96400279707992,"Night at the Opera, A (1935)",Comedy|Musical|Romance
295,27423.0,3.9639398864580757,"O Auto da Compadecida (Dog's Will, A) (2000)",Adventure|Comedy
296,4878.0,3.9629657202680524,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
297,26662.0,3.962485979490729,Kiki's Delivery Service (Majo no takkyûbin) (1989),Adventure|Animation|Children|Drama|Fantasy
298,290.0,3.9611025544802443,Once Were Warriors (1994),Crime|Drama
299,91529.0,3.9605634601111808,"Dark Knight Rises, The (2012)",Action|Adventure|Crime|IMAX
300,85342.0,3.9602645637679537,Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro) (2010),Action|Crime|Drama
301,924.0,3.960060533416263,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi
302,8014.0,3.9598113983239314,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",Drama
303,7215.0,3.9595813613241515,To Have and Have Not (1944),Adventure|Drama|Romance|Thriller|War
304,7587.0,3.958697782121571,"Samouraï, Le (Godson, The) (1967)",Crime|Drama|Thriller
305,7700.0,3.9586232727108763,"Wages of Fear, The (Salaire de la peur, Le) (1953)",Action|Adventure|Drama|Thriller
306,1293.0,3.958205622002469,Gandhi (1982),Drama
307,80906.0,3.957363421408249,Inside Job (2010),Documentary
308,7234.0,3.9572406218753953,"Strada, La (1954)",Drama
309,26614.0,3.9571570411782497,"Bourne Identity, The (1988)",Action|Adventure|Drama|Mystery|Thriller
310,965.0,3.956706902935556,"39 Steps, The (1935)",Drama|Mystery|Thriller
311,1278.0,3.956157276121469,Young Frankenstein (1974),Comedy|Fantasy
312,1263.0,3.9558739487766523,"Deer Hunter, The (1978)",Drama|War
313,3095.0,3.9553695768401482,"Grapes of Wrath, The (1940)",Drama
314,6783.0,3.954994709584845,"Rules of the Game, The (La règle du jeu) (1939)",Comedy|Drama
315,1719.0,3.9548441566247177,"Sweet Hereafter, The (1997)",Drama
316,3097.0,3.9546176001895565,"Shop Around the Corner, The (1940)",Comedy|Drama|Romance
317,3038.0,3.954350240030225,"Face in the Crowd, A (1957)",Drama
318,2010.0,3.953754663935601,Metropolis (1927),Drama|Sci-Fi
319,3152.0,3.9535401442632865,"Last Picture Show, The (1971)",Drama
320,936.0,3.9530068292536837,Ninotchka (1939),Comedy|Romance
321,3224.0,3.9529628208002157,Woman in the Dunes (Suna no onna) (1964),Drama
322,140737.0,3.9529506719632996,The Lost Room (2006),Action|Fantasy|Mystery
323,150548.0,3.9528609737514877,Sherlock: The Abominable Bride (2016),Action|Crime|Drama|Mystery|Thriller
324,307.0,3.9527357448797042,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama
325,599.0,3.952657170314194,"Wild Bunch, The (1969)",Adventure|Western
326,140174.0,3.952153317989956,Room (2015),Drama
327,134853.0,3.951459616495784,Inside Out (2015),Adventure|Animation|Children|Comedy|Drama|Fantasy
328,97.0,3.9511783322338894,"Hate (Haine, La) (1995)",Crime|Drama
329,66371.0,3.950675863406089,Departures (Okuribito) (2008),Drama
330,123.0,3.9504403908976577,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance
331,100553.0,3.949888723756975,Frozen Planet (2011),Documentary
332,58.0,3.9497796820181637,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance
333,4995.0,3.9492154613605517,"Beautiful Mind, A (2001)",Drama|Romance
334,1952.0,3.948848181729409,Midnight Cowboy (1969),Drama
335,94959.0,3.948808046540716,Moonrise Kingdom (2012),Comedy|Drama|Romance
336,2925.0,3.947702934043831,"Conformist, The (Conformista, Il) (1970)",Drama
337,96606.0,3.947670718983807,Samsara (2011),Documentary
